,Airbnb,Ask,Cisco,Craigslist,Ebates,eBay,Googleplex,Hearsay,LinkedIn,Lyft,Pinterest,Quora,Salesforce,SurveyMonkey,Twitter,Uber,Wikimedia,Workday,Yahoo,Yelp,YouTube,Zendesk,Zoosk,Facebook
0,0.0006822894336335144,1.443012097435523e-05,0.18413779805698885,1.054991462691605e-05,2.7939316531191677e-05,0.0526039762092729,0.1552472904852694,2.7942478697055412e-05,0.024441236522478114,0.0013750542881493504,0.00019312623118769554,0.0008105486196447084,0.001619535214321217,0.0007843046972683488,0.0003829235764203339,0.004867164689415776,2.3122268800227715e-05,0.014384388324186271,0.016567573767468216,0.0005147188460786882,0.012777463196530043,0.00017555797492308507,1.2281522303217327e-05,0.04013106089616219
1,0.0005116547283255821,1.5132517605679423e-05,0.17542835268635973,1.7080273301469254e-05,1.7391460538815457e-05,0.050468141096324394,0.14639311041928105,4.542677139109399e-06,0.02307105982032635,0.00021892967461434947,8.78494099173359e-05,0.0007665130076338443,0.0013093726365092204,0.0006992555250512878,0.0003021364471884374,0.0039013032465983906,3.041122031101881e-05,0.013412366947299404,0.015701324203744697,0.0003727930106990944,0.012242473863462824,0.00013895460302187728,1.0208262771680938e-05,0.03732713647353906
2,0.000806781249915855,1.6331438274574937e-05,0.18552257795572316,1.4943044982898273e-05,3.514679602147501e-05,0.05294356861792342,0.15665508283637625,3.226696639122541e-05,0.024659091170404653,0.0015873832018000068,0.00022892337932276942,0.000817550171149555,0.002085224192720786,0.0007978273016453566,0.000222752529598301,0.0026333519837487694,3.163395886494327e-05,0.01453893727725649,0.01670530526839444,0.0006558309980991641,0.011539730899684849,0.0001496305347985754,1.1182313113580183e-05,0.04057687782396712
3,0.0004867819221448212,1.9876936087140264e-05,0.1821537135389608,2.5761214529829695e-05,5.5907318424164645e-05,0.052117415102299024,0.15323023419279838,2.4618138893284065e-05,0.024129098806927384,0.0012128432490713821,0.0001535373450174767,0.0008005169388298444,0.003294702092246091,0.000764929784321994,0.0001178024471828161,0.0011193329645026223,5.035300849427261e-05,0.014162953722669937,0.016370234869869934,0.0008552674425983639,0.009461550328183143,0.00014275972594560247,1.1312897657140525e-05,0.03949230345525692
4,0.002224683720223525,2.8377641927738046e-05,0.2004498629970118,7.883879246136707e-05,0.00014298771971809314,0.0566042172787086,0.17183043144096335,7.888293801777894e-05,0.027007463233099483,0.0038761904118609068,0.0006148000333425736,0.0008930236490211178,0.008921132687277848,0.0009435947049855318,0.00089405951782355,0.010659253416134792,0.00015319081573662627,0.016204903310862606,0.01818998696789729,0.002560177299360207,0.014889207418183224,0.0006210799301958241,4.676706104109713e-05,0.04538257753383313
5,0.000625593945366285,2.1215648149889018e-05,0.17758081533058825,3.412000204357801e-05,6.962095418890798e-05,0.05099599391578828,0.14858134296754216,3.284632035213007e-05,0.023409686913312053,0.0016168404283979758,0.00022164840264903528,0.0007773960209413013,0.004180766220217139,0.0007202746782039252,0.00023629479049294363,0.0025359841905143346,6.654815930215998e-05,0.013652593461630183,0.0159154101468958,0.001123760839963803,0.00867686915033002,0.00021808676811051406,1.68963065042146e-05,0.03802010167627049
6,0.0012433538224292768,1.9246551867855906e-05,0.19011869325108788,2.9523942381911454e-05,5.906858081673101e-05,0.05407068337819323,0.16132757697319441,4.6620037268379013e-05,0.0253821555941565,0.0022921075905421554,0.0003477349104725409,0.0008407884763792323,0.003630856273646648,0.000842709126451694,0.0004294481415554058,0.005104529309729179,5.988444757553131e-05,0.015051888691223337,0.017162439184505687,0.0011241853704119975,0.011812453327669021,0.0002810294812810887,2.0921896923077268e-05,0.04205655412681464
7,0.0015197000150579927,2.5998211601599392e-05,0.18888232912338535,6.398186164450132e-05,0.00011861306759667278,0.05376748727281984,0.16007066678569573,6.224158839678895e-05,0.02518764983046378,0.003060124759812914,0.00046497589924093384,0.0008345373261951733,0.007346239985804076,0.0008306358265864036,0.0006596099799138449,0.007596986153425505,0.0001244055122789489,0.014913903743778153,0.01703946925465947,0.0020829564317543982,0.011444248324670723,0.00048719344818602217,3.684309553451884e-05,0.04165851826742329
8,0.00040922443983162373,2.0058290064185026e-05,0.1779969870394239,2.689357106942625e-05,5.776509087194024e-05,0.05109805255568107,0.14900443067193578,2.5732802361949424e-05,0.023475159369395683,0.0012675723407293046,0.0001627642815080955,0.0007795002164578133,0.0034147363087110587,0.0007243386636622868,0.0001338544857851438,0.001412906310885047,5.254694928974094e-05,0.013699040483252016,0.01595680297340444,0.0008916399731651705,0.009355250358028517,0.00015296420460516984,1.2069276439449162e-05,0.038154084262847617
9,0.0003688030382070491,1.58966297119886e-05,0.17562081582803887,1.6469695641516854e-05,1.638973156545605e-05,0.050515339226452516,0.14658877193846798,1.3450498390667742e-06,0.023101338271080633,6.914164029263031e-05,4.897287689877622e-05,0.0007674861157793934,0.0012446490194852817,0.0007011349594108287,0.00023450320733975428,0.0030927049061975046,2.922822609486103e-05,0.01343384687857101,0.0157204667674118,0.00035318058844210773,0.011794592347881796,0.0001334522488753531,9.800415975384608e-06,0.03738909818067931
10,0.0007996046580105186,2.1129987335200367e-05,0.16861099141428562,3.870793902612347e-05,6.874345316039009e-05,0.04879630563919478,0.13946245735136023,3.231981973501933e-05,0.021998547256363517,0.0015909896659554714,0.00021729014754072977,0.0007320439153851767,0.004124069207334068,0.0006326828664925865,0.0005377920835608392,0.0064594419349989895,7.231482265253634e-05,0.012651512425751608,0.015023263090049093,0.0011065806233983208,0.008727078923466549,0.000333857043751476,2.4654867611196057e-05,0.03513235081783284
11,0.0011460308270839171,1.7523192980851847e-05,0.18909410367386756,2.6273494005080133e-05,5.373581394849212e-05,0.05381942117925137,0.16028596063318762,4.342037714743568e-05,0.025220966367031993,0.0021350068180166324,0.0003212488350269544,0.0008356080742786574,0.003286296048638556,0.0008327038400417601,0.00038337049640102744,0.00455364179517613,5.3586703845420625e-05,0.014937538933091528,0.017060532549066438,0.0010197774133702635,0.01150731748629398,0.00025173735469769085,1.8750698983865724e-05,0.04172669710188612
12,0.001981829663858431,2.6843795190602805e-05,0.1978931626606281,6.926160307827874e-05,0.00012727514338646383,0.055977232422686575,0.16923124352602964,7.089869506878955e-05,0.02660524115279226,0.003484170419766281,0.0005487082444870504,0.0008800967794846589,0.007905913201774457,0.0009186281040180572,0.0007790800826573497,0.009284601238246688,0.00013463501130689262,0.015919561675947533,0.017935695166672733,0.002252547501324522,0.014127789455682776,0.0005347729930599459,4.0369797820362346e-05,0.044559471789500614
13,0.0010568077760775977,2.3522206148475297e-05,0.16953555223354774,4.8521925156702094e-05,9.324910929637717e-05,0.04902303758110416,0.1404023826425057,4.702321341661158e-05,0.02214399988168767,0.002312914626361586,0.0003390015730161323,0.0007367185645488043,0.005707426327720451,0.0006417113555635145,0.0004962129124461214,0.005962336534846258,9.445188533383788e-05,0.012754698431554625,0.015115220771880652,0.0015863663624607535,0.007324888618085498,0.0003478728486651127,2.6516341083684197e-05,0.03543000452033746
14,0.0005316510794653282,2.0118043167864932e-05,0.18262608361723584,2.7266663619232496e-05,5.837719583646611e-05,0.05223325538334475,0.15371045417844026,2.6100065340664947e-05,0.024203412434087704,0.0012856046615056823,0.00016580440283190732,0.0008029052775365328,0.003454285576383293,0.000769542556137853,0.00013914336415720186,0.0013744771818538695,5.326981610499053e-05,0.01421567278735728,0.016417217238644154,0.0009036241139349234,0.00958105863505198,0.0001563264097317441,1.2318490603577552e-05,0.03964437858089677
15,0.0007749173467384116,1.5956603306829364e-05,0.18518712359604883,1.3878836344486599e-05,3.340082872408086e-05,0.052861304458761194,0.15631405385254524,3.121938601278892e-05,0.02460631723030842,0.0015359478366317738,0.00022025174174571178,0.0008158540886320865,0.0019724139199841545,0.0007945515344302456,0.0002291948128110437,0.003029239677920523,2.957205462802065e-05,0.014501498749922367,0.016671940664754234,0.0006216474526551828,0.011759439044681474,0.00014004018585788894,1.0471454999641136e-05,0.04046888143249331
16,0.0017937378266025224,2.683034522999649e-05,0.19591298382078914,6.917762283644418e-05,0.00012713736330220403,0.05549162911316836,0.1672181578168156,6.73561658201077e-05,0.02629371788156411,0.003311246452109433,0.0005073132345784056,0.000870084846072994,0.007897010968092174,0.0008992913306641555,0.0007332639539980659,0.008477566195749039,0.00013447229958833817,0.01569856296931652,0.017738744731471696,0.0022498499641034064,0.013538066946493735,0.0005340161867399759,4.031370164319942e-05,0.04392197174513385
